Customer ID,Age,Gender,Location,Subscription Status,Previous Purchases,Preferred Payment Method,Frequency of Purchases
2970,36,Female,Vermont,No,20,Cash,Every 3 Months
2971,24,Female,Kansas,No,44,Credit Card,Bi-Weekly
2972,30,Female,Utah,No,9,PayPal,Every 3 Months
2973,31,Female,New York,No,11,Venmo,Every 3 Months
2974,25,Female,Indiana,No,3,Bank Transfer,Fortnightly
2975,57,Female,Tennessee,No,34,Credit Card,Weekly
2976,61,Female,Georgia,No,48,Cash,Every 3 Months
2977,30,Female,Nebraska,No,28,Cash,Fortnightly
2978,38,Female,Washington,No,20,Venmo,Annually
2979,53,Female,Idaho,No,49,Bank Transfer,Fortnightly
2980,31,Female,Louisiana,No,14,PayPal,Weekly
2981,70,Female,New Jersey,No,9,Bank Transfer,Monthly
2982,21,Female,Delaware,No,37,Venmo,Annually
2983,33,Female,Wisconsin,No,4,Credit Card,Weekly
2984,60,Female,West Virginia,No,1,Credit Card,Quarterly
2985,45,Female,Texas,No,36,Debit Card,Bi-Weekly
2986,46,Female,Hawaii,No,21,Cash,Bi-Weekly
2987,62,Female,Arizona,No,16,Credit Card,Monthly
2988,63,Female,Louisiana,No,42,Cash,Monthly
2989,69,Female,Nevada,No,31,Debit Card,Monthly
2990,46,Female,Rhode Island,No,6,Credit Card,Weekly
2991,69,Female,Illinois,No,24,Venmo,Monthly
2992,66,Female,Utah,No,7,PayPal,Bi-Weekly
2993,41,Female,North Dakota,No,25,Venmo,Weekly
2994,32,Female,Kansas,No,18,Cash,Bi-Weekly
2995,69,Female,Nevada,No,14,Bank Transfer,Quarterly
2996,29,Female,Virginia,No,42,Debit Card,Bi-Weekly
2997,70,Female,Utah,No,6,Venmo,Every 3 Months
2998,41,Female,Idaho,No,14,Venmo,Every 3 Months
2999,31,Female,Alaska,No,30,Debit Card,Quarterly
3000,31,Female,New Hampshire,No,10,Cash,Monthly
3001,57,Female,Ohio,No,7,PayPal,Weekly
3002,29,Female,Montana,No,28,Credit Card,Quarterly
3003,70,Female,Louisiana,No,19,Bank Transfer,Quarterly
3004,51,Female,Oregon,No,13,Credit Card,Every 3 Months
3005,45,Female,Arizona,No,23,Venmo,Fortnightly
3006,18,Female,Alaska,No,5,Venmo,Weekly
3007,37,Female,Utah,No,17,Venmo,Bi-Weekly
3008,23,Female,New York,No,31,Venmo,Weekly
3009,39,Female,New Mexico,No,19,PayPal,Weekly
3010,62,Female,Louisiana,No,8,Venmo,Fortnightly
3011,70,Female,Ohio,No,15,Credit Card,Annually
3012,20,Female,Nevada,No,18,Credit Card,Every 3 Months
3013,42,Female,Idaho,No,16,PayPal,Annually
3014,41,Female,Arizona,No,13,Cash,Monthly
3015,24,Female,Utah,No,38,PayPal,Every 3 Months
3016,37,Female,Wyoming,No,27,Bank Transfer,Bi-Weekly
3017,30,Female,Indiana,No,31,Bank Transfer,Quarterly
3018,58,Female,Wisconsin,No,24,Cash,Bi-Weekly
3019,43,Female,Texas,No,21,Debit Card,Bi-Weekly
3020,19,Female,Utah,No,15,PayPal,Annually
3021,23,Female,Arkansas,No,48,Venmo,Every 3 Months
3022,65,Female,Pennsylvania,No,47,Cash,Quarterly
3023,58,Female,Georgia,No,23,PayPal,Weekly
3024,50,Female,Indiana,No,4,PayPal,Quarterly
3025,67,Female,Idaho,No,47,Credit Card,Every 3 Months
3026,40,Female,Montana,No,7,PayPal,Monthly
3027,55,Female,Tennessee,No,6,Credit Card,Annually
3028,52,Female,West Virginia,No,47,Credit Card,Quarterly
3029,62,Female,California,No,7,PayPal,Every 3 Months
3030,64,Female,Georgia,No,1,Debit Card,Quarterly
3031,43,Female,Maryland,No,23,Credit Card,Weekly
3032,61,Female,Idaho,No,30,Credit Card,Monthly
3033,26,Female,California,No,24,Credit Card,Quarterly
3034,22,Female,Alabama,No,9,PayPal,Weekly
3035,51,Female,Utah,No,25,Credit Card,Quarterly
3036,69,Female,Kentucky,No,18,Cash,Bi-Weekly
3037,50,Female,Vermont,No,7,Venmo,Fortnightly
3038,51,Female,Iowa,No,2,Cash,Annually
3039,56,Female,Georgia,No,36,Debit Card,Annually
3040,59,Female,Alabama,No,31,PayPal,Bi-Weekly
3041,18,Female,Nebraska,No,10,Cash,Fortnightly
3042,48,Female,Rhode Island,No,27,PayPal,Monthly
3043,53,Female,South Dakota,No,14,PayPal,Every 3 Months
3044,45,Female,Illinois,No,17,Credit Card,Monthly
3045,21,Female,North Carolina,No,10,Bank Transfer,Quarterly
3046,42,Female,Florida,No,4,PayPal,Bi-Weekly
3047,60,Female,Pennsylvania,No,25,Cash,Every 3 Months
3048,21,Female,Vermont,No,3,PayPal,Bi-Weekly
3049,69,Female,Colorado,No,47,Venmo,Fortnightly
3050,40,Female,Utah,No,41,Bank Transfer,Bi-Weekly
3051,31,Female,Kentucky,No,28,Venmo,Every 3 Months
3052,44,Female,Wyoming,No,49,Debit Card,Every 3 Months
3053,48,Female,Maine,No,7,Bank Transfer,Fortnightly
3054,32,Female,Maine,No,22,Bank Transfer,Monthly
3055,42,Female,New Hampshire,No,34,Venmo,Monthly
3056,27,Female,Kansas,No,5,Debit Card,Bi-Weekly
3057,69,Female,New Jersey,No,15,Cash,Bi-Weekly
3058,67,Female,North Carolina,No,26,Bank Transfer,Weekly
3059,41,Female,West Virginia,No,3,Bank Transfer,Fortnightly
3060,46,Female,Kentucky,No,42,Credit Card,Quarterly
3061,47,Female,California,No,1,Venmo,Monthly
3062,33,Female,South Dakota,No,20,PayPal,Every 3 Months
3063,51,Female,California,No,39,PayPal,Monthly
3064,26,Female,Connecticut,No,24,Credit Card,Fortnightly
3065,22,Female,Idaho,No,49,Bank Transfer,Quarterly
3066,49,Female,North Dakota,No,7,Venmo,Bi-Weekly
3067,58,Female,Michigan,No,13,Venmo,Every 3 Months
3068,70,Female,Missouri,No,2,Cash,Weekly
3069,32,Female,California,No,4,Debit Card,Weekly
3070,62,Female,Delaware,No,17,Debit Card,Quarterly
3071,52,Female,Alabama,No,43,PayPal,Bi-Weekly
3072,23,Female,New Hampshire,No,6,PayPal,Monthly
3073,26,Female,New York,No,46,PayPal,Quarterly
3074,58,Female,Oregon,No,7,Debit Card,Bi-Weekly
3075,26,Female,Massachusetts,No,34,Debit Card,Fortnightly
3076,54,Female,Utah,No,21,PayPal,Every 3 Months
3077,66,Female,New Hampshire,No,13,Venmo,Bi-Weekly
3078,60,Female,Illinois,No,33,Debit Card,Bi-Weekly
3079,32,Female,Alaska,No,24,Bank Transfer,Bi-Weekly
3080,48,Female,Wyoming,No,4,Bank Transfer,Annually
3081,69,Female,Colorado,No,5,Cash,Bi-Weekly
3082,64,Female,Vermont,No,11,Credit Card,Weekly
3083,56,Female,Utah,No,20,Bank Transfer,Annually
3084,22,Female,Illinois,No,28,PayPal,Quarterly
3085,46,Female,Idaho,No,43,PayPal,Monthly
3086,24,Female,Nevada,No,10,Venmo,Every 3 Months
3087,47,Female,Utah,No,26,Venmo,Every 3 Months
3088,62,Female,North Carolina,No,29,Bank Transfer,Monthly
3089,34,Female,Arkansas,No,35,Bank Transfer,Quarterly
3090,50,Female,North Carolina,No,23,Cash,Bi-Weekly
3091,29,Female,Texas,No,15,Bank Transfer,Quarterly
3092,68,Female,Nevada,No,46,Credit Card,Annually
3093,52,Female,Utah,No,14,Bank Transfer,Bi-Weekly
3094,29,Female,Pennsylvania,No,17,Cash,Every 3 Months
3095,22,Female,Georgia,No,9,Cash,Weekly
3096,62,Female,Minnesota,No,13,Venmo,Fortnightly
3097,69,Female,Kansas,No,20,Bank Transfer,Monthly
3098,48,Female,Delaware,No,39,Bank Transfer,Quarterly
3099,66,Female,New Mexico,No,50,Bank Transfer,Quarterly
3100,42,Female,Michigan,No,21,Bank Transfer,Bi-Weekly
3101,50,Female,Vermont,No,3,Bank Transfer,Weekly
3102,32,Female,Idaho,No,9,PayPal,Fortnightly
3103,51,Female,South Dakota,No,29,Cash,Bi-Weekly
3104,27,Female,Illinois,No,42,Bank Transfer,Weekly
3105,43,Female,Georgia,No,41,Debit Card,Fortnightly
3106,48,Female,Oregon,No,17,Debit Card,Monthly
3107,62,Female,Alabama,No,20,PayPal,Annually
3108,65,Female,Hawaii,No,18,Credit Card,Bi-Weekly
3109,50,Female,Oregon,No,7,PayPal,Monthly
3110,60,Female,Illinois,No,47,Bank Transfer,Fortnightly
3111,19,Female,Texas,No,2,Bank Transfer,Bi-Weekly
3112,21,Female,Kansas,No,25,Debit Card,Quarterly
3113,19,Female,Texas,No,26,Venmo,Annually
3114,46,Female,Nebraska,No,2,Debit Card,Weekly
3115,21,Female,Arkansas,No,45,Venmo,Bi-Weekly
3116,26,Female,South Dakota,No,9,Bank Transfer,Bi-Weekly
3117,50,Female,Montana,No,1,Venmo,Weekly
3118,43,Female,Florida,No,4,PayPal,Bi-Weekly
3119,61,Female,Virginia,No,31,Debit Card,Quarterly
3120,63,Female,Louisiana,No,21,Credit Card,Every 3 Months
3121,46,Female,Louisiana,No,32,Debit Card,Fortnightly
3122,63,Female,Louisiana,No,16,Venmo,Weekly
3123,23,Female,Georgia,No,34,Credit Card,Fortnightly
3124,57,Female,Iowa,No,40,Venmo,Bi-Weekly
3125,57,Female,California,No,4,Cash,Every 3 Months
3126,33,Female,Oregon,No,3,Cash,Quarterly
3127,57,Female,Maine,No,28,Bank Transfer,Bi-Weekly
3128,55,Female,Louisiana,No,43,Credit Card,Every 3 Months
3129,65,Female,Arkansas,No,20,Cash,Annually
3130,60,Female,Maryland,No,40,Venmo,Every 3 Months
3131,52,Female,Vermont,No,34,Venmo,Every 3 Months
3132,34,Female,North Dakota,No,11,Bank Transfer,Every 3 Months
3133,33,Female,Michigan,No,26,Cash,Quarterly
3134,58,Female,Arkansas,No,29,Cash,Bi-Weekly
3135,35,Female,Kentucky,No,47,Bank Transfer,Weekly
3136,68,Female,Indiana,No,48,Venmo,Fortnightly
3137,58,Female,Minnesota,No,29,Cash,Bi-Weekly
3138,34,Female,Louisiana,No,14,Bank Transfer,Monthly
3139,47,Female,Kentucky,No,40,Cash,Every 3 Months
3140,35,Female,Georgia,No,4,Venmo,Weekly
3141,34,Female,Alaska,No,37,Bank Transfer,Weekly
3142,36,Female,Mississippi,No,47,Credit Card,Bi-Weekly
3143,23,Female,Kansas,No,1,Venmo,Quarterly
3144,68,Female,Arizona,No,26,Cash,Quarterly
3145,23,Female,Maine,No,12,Debit Card,Quarterly
3146,57,Female,Texas,No,16,PayPal,Fortnightly
3147,21,Female,Virginia,No,19,PayPal,Annually
3148,45,Female,North Dakota,No,21,Credit Card,Weekly
3149,37,Female,West Virginia,No,15,Venmo,Weekly
3150,18,Female,North Carolina,No,9,Venmo,Annually
3151,55,Female,Georgia,No,7,Bank Transfer,Bi-Weekly
3152,52,Female,New Mexico,No,47,Bank Transfer,Quarterly
3153,49,Female,North Carolina,No,17,PayPal,Monthly
3154,56,Female,Alabama,No,46,Venmo,Fortnightly
3155,27,Female,Connecticut,No,32,Cash,Quarterly
3156,22,Female,Montana,No,34,Cash,Annually
3157,18,Female,Montana,No,18,Cash,Monthly
3158,21,Female,Maine,No,5,Debit Card,Fortnightly
3159,30,Female,Mississippi,No,44,Credit Card,Monthly
3160,62,Female,Louisiana,No,4,Bank Transfer,Quarterly
3161,28,Female,Nebraska,No,37,Cash,Fortnightly
3162,66,Female,Massachusetts,No,43,Cash,Monthly
3163,66,Female,Wisconsin,No,28,Bank Transfer,Quarterly
3164,49,Female,Nebraska,No,36,Cash,Monthly
3165,40,Female,Arizona,No,16,Credit Card,Annually
3166,49,Female,Hawaii,No,38,Bank Transfer,Every 3 Months
3167,19,Female,Georgia,No,37,Bank Transfer,Fortnightly
3168,24,Female,Oregon,No,9,Cash,Bi-Weekly
3169,31,Female,Montana,No,14,PayPal,Fortnightly
3170,35,Female,Georgia,No,3,Venmo,Weekly
3171,65,Female,Rhode Island,No,10,Credit Card,Fortnightly
3172,68,Female,Tennessee,No,26,Bank Transfer,Bi-Weekly
3173,57,Female,Missouri,No,30,Debit Card,Bi-Weekly
3174,69,Female,Washington,No,32,PayPal,Fortnightly
3175,45,Female,Oklahoma,No,35,PayPal,Monthly
3176,35,Female,Connecticut,No,26,Debit Card,Every 3 Months
3177,36,Female,Arkansas,No,39,Credit Card,Monthly
3178,55,Female,Missouri,No,31,Credit Card,Monthly
3179,66,Female,Washington,No,28,Credit Card,Annually
3180,57,Female,Idaho,No,12,Debit Card,Bi-Weekly
3181,18,Female,Montana,No,46,PayPal,Weekly
3182,31,Female,Montana,No,27,PayPal,Every 3 Months
3183,50,Female,Georgia,No,4,Credit Card,Annually
3184,50,Female,Mississippi,No,14,Cash,Every 3 Months
3185,61,Female,Hawaii,No,30,Venmo,Quarterly
3186,52,Female,Ohio,No,6,PayPal,Annually
3187,38,Female,Virginia,No,43,Venmo,Annually
3188,67,Female,Texas,No,28,Debit Card,Weekly
3189,42,Female,Vermont,No,39,Bank Transfer,Monthly
3190,25,Female,Kansas,No,30,PayPal,Bi-Weekly
3191,41,Female,California,No,5,Credit Card,Fortnightly
3192,62,Female,Mississippi,No,42,Credit Card,Every 3 Months
3193,19,Female,Iowa,No,20,Cash,Fortnightly
3194,63,Female,Virginia,No,35,Credit Card,Fortnightly
3195,43,Female,Maryland,No,10,Credit Card,Bi-Weekly
3196,68,Female,Missouri,No,36,Credit Card,Quarterly
3197,24,Female,Wisconsin,No,21,Debit Card,Fortnightly
3198,27,Female,Maine,No,29,Credit Card,Every 3 Months
3199,61,Female,Pennsylvania,No,39,Debit Card,Weekly
3200,59,Female,Maine,No,16,PayPal,Monthly
3201,67,Female,Missouri,No,32,Credit Card,Monthly
3202,46,Female,Vermont,No,34,Cash,Monthly
3203,65,Female,Wisconsin,No,38,Venmo,Annually
3204,63,Female,New Jersey,No,14,Venmo,Annually
3205,57,Female,New Mexico,No,23,Debit Card,Bi-Weekly
3206,40,Female,Colorado,No,50,Bank Transfer,Every 3 Months
3207,36,Female,California,No,49,PayPal,Monthly
3208,67,Female,Arizona,No,14,PayPal,Annually
3209,61,Female,Indiana,No,42,PayPal,Weekly
3210,64,Female,Arkansas,No,39,Debit Card,Annually
3211,30,Female,Nevada,No,43,Venmo,Bi-Weekly
3212,53,Female,Rhode Island,No,12,Cash,Monthly
3213,27,Female,Wyoming,No,21,Debit Card,Weekly
3214,27,Female,Texas,No,33,Credit Card,Monthly
3215,53,Female,Washington,No,6,Debit Card,Annually
3216,34,Female,Rhode Island,No,10,PayPal,Every 3 Months
3217,39,Female,Illinois,No,18,Cash,Weekly
3218,44,Female,Oregon,No,46,Venmo,Weekly
3219,37,Female,Florida,No,49,PayPal,Monthly
3220,57,Female,Kansas,No,39,Credit Card,Weekly
3221,38,Female,North Dakota,No,16,Cash,Monthly
3222,21,Female,New Hampshire,No,28,Cash,Annually
3223,45,Female,Texas,No,22,PayPal,Quarterly
3224,68,Female,Montana,No,36,Venmo,Bi-Weekly
3225,37,Female,Delaware,No,18,PayPal,Monthly
3226,53,Female,New Hampshire,No,31,Credit Card,Weekly
3227,57,Female,Minnesota,No,38,Bank Transfer,Fortnightly
3228,28,Female,Alaska,No,42,Debit Card,Quarterly
3229,37,Female,Connecticut,No,27,PayPal,Annually
3230,54,Female,Connecticut,No,24,Cash,Monthly
3231,49,Female,Kansas,No,38,Debit Card,Annually
3232,62,Female,Nevada,No,9,Credit Card,Annually
3233,45,Female,Massachusetts,No,19,Bank Transfer,Monthly
3234,45,Female,Indiana,No,11,Debit Card,Bi-Weekly
3235,49,Female,Washington,No,16,Debit Card,Quarterly
3236,27,Female,Kansas,No,18,Venmo,Monthly
3237,63,Female,South Carolina,No,8,Cash,Monthly
3238,61,Female,Vermont,No,4,Cash,Weekly
3239,25,Female,Wyoming,No,37,Cash,Quarterly
3240,33,Female,Colorado,No,30,Cash,Monthly
3241,56,Female,West Virginia,No,37,Bank Transfer,Monthly
3242,50,Female,Connecticut,No,30,PayPal,Quarterly
3243,45,Female,Oregon,No,17,Venmo,Weekly
3244,45,Female,Idaho,No,11,Bank Transfer,Every 3 Months
3245,65,Female,Arkansas,No,42,Credit Card,Annually
3246,63,Female,Kansas,No,20,Cash,Weekly
3247,70,Female,Michigan,No,37,Cash,Monthly
3248,53,Female,Arkansas,No,12,PayPal,Fortnightly
3249,22,Female,Pennsylvania,No,41,Bank Transfer,Quarterly
3250,26,Female,Virginia,No,32,Credit Card,Quarterly
3251,23,Female,Minnesota,No,15,Venmo,Weekly
3252,25,Female,Nevada,No,39,Venmo,Quarterly
3253,69,Female,Montana,No,48,Credit Card,Fortnightly
3254,36,Female,Nebraska,No,8,Venmo,Fortnightly
3255,21,Female,Indiana,No,11,Bank Transfer,Every 3 Months
3256,57,Female,New Jersey,No,36,Bank Transfer,Monthly
3257,60,Female,Wisconsin,No,50,Venmo,Every 3 Months
3258,44,Female,Minnesota,No,39,Venmo,Every 3 Months
3259,31,Female,New Jersey,No,11,Credit Card,Bi-Weekly
3260,57,Female,Oklahoma,No,5,Debit Card,Every 3 Months
3261,39,Female,Wisconsin,No,7,Credit Card,Annually
3262,48,Female,Rhode Island,No,50,Debit Card,Weekly
3263,42,Female,Indiana,No,21,Cash,Every 3 Months
3264,56,Female,Vermont,No,31,Debit Card,Fortnightly
3265,28,Female,Maine,No,39,Cash,Bi-Weekly
3266,40,Female,Alabama,No,28,Credit Card,Fortnightly
3267,49,Female,Alabama,No,33,Bank Transfer,Weekly
3268,37,Female,Idaho,No,42,Credit Card,Quarterly
3269,22,Female,Arkansas,No,5,Bank Transfer,Every 3 Months
3270,27,Female,Ohio,No,25,Cash,Monthly
3271,59,Female,Illinois,No,48,PayPal,Annually
3272,35,Female,Nevada,No,30,Credit Card,Weekly
3273,58,Female,Texas,No,34,PayPal,Quarterly
3274,58,Female,Nevada,No,34,PayPal,Every 3 Months
3275,46,Female,Oklahoma,No,14,Cash,Fortnightly
3276,43,Female,Alabama,No,2,Debit Card,Weekly
3277,39,Female,South Dakota,No,41,PayPal,Every 3 Months
3278,59,Female,Texas,No,3,Credit Card,Monthly
3279,59,Female,Montana,No,18,Bank Transfer,Weekly
3280,59,Female,Wyoming,No,1,Debit Card,Fortnightly
3281,45,Female,New York,No,5,PayPal,Monthly
3282,27,Female,Oregon,No,41,Bank Transfer,Annually
3283,24,Female,California,No,5,Credit Card,Monthly
3284,47,Female,North Carolina,No,10,Debit Card,Every 3 Months
3285,70,Female,Kentucky,No,20,Venmo,Annually
3286,58,Female,Hawaii,No,11,Cash,Weekly
3287,45,Female,Illinois,No,4,Venmo,Fortnightly
3288,24,Female,West Virginia,No,38,Credit Card,Weekly
3289,67,Female,South Carolina,No,19,Credit Card,Bi-Weekly
3290,31,Female,Montana,No,16,Venmo,Every 3 Months
3291,52,Female,North Dakota,No,2,PayPal,Monthly
3292,29,Female,New Mexico,No,11,Cash,Monthly
3293,62,Female,Missouri,No,18,Bank Transfer,Fortnightly
3294,19,Female,West Virginia,No,47,Credit Card,Fortnightly
3295,62,Female,South Carolina,No,15,Bank Transfer,Bi-Weekly
3296,70,Female,West Virginia,No,15,Cash,Weekly
3297,20,Female,Alaska,No,47,Venmo,Quarterly
3298,67,Female,West Virginia,No,47,PayPal,Monthly
3299,65,Female,New Mexico,No,6,Bank Transfer,Every 3 Months
3300,45,Female,South Dakota,No,18,Venmo,Monthly
3301,26,Female,Oklahoma,No,40,Bank Transfer,Bi-Weekly
3302,36,Female,Oklahoma,No,31,Credit Card,Fortnightly
3303,36,Female,Alabama,No,31,Venmo,Bi-Weekly
3304,20,Female,Mississippi,No,4,Credit Card,Fortnightly
3305,30,Female,Mississippi,No,36,Bank Transfer,Every 3 Months
3306,34,Female,Nebraska,No,31,PayPal,Bi-Weekly
3307,63,Female,Colorado,No,6,Venmo,Fortnightly
3308,18,Female,Pennsylvania,No,1,Cash,Monthly
3309,55,Female,Utah,No,29,Cash,Monthly
3310,48,Female,Massachusetts,No,19,PayPal,Monthly
3311,45,Female,Iowa,No,12,PayPal,Fortnightly
3312,29,Female,Florida,No,18,Bank Transfer,Annually
3313,55,Female,Louisiana,No,45,Cash,Quarterly
3314,55,Female,Kansas,No,45,Credit Card,Monthly
3315,55,Female,Kansas,No,8,Credit Card,Quarterly
3316,48,Female,Kentucky,No,4,PayPal,Every 3 Months
3317,42,Female,New Mexico,No,5,Debit Card,Fortnightly
3318,21,Female,North Carolina,No,30,Cash,Quarterly
3319,45,Female,North Dakota,No,15,PayPal,Monthly
3320,23,Female,North Dakota,No,17,Credit Card,Every 3 Months
3321,66,Female,Illinois,No,45,Cash,Every 3 Months
3322,32,Female,Maine,No,3,Venmo,Annually
3323,52,Female,Indiana,No,43,PayPal,Weekly
3324,54,Female,North Dakota,No,4,Credit Card,Monthly
3325,37,Female,Missouri,No,41,Venmo,Weekly
3326,29,Female,Alaska,No,16,Venmo,Monthly
3327,47,Female,North Dakota,No,10,Debit Card,Annually
3328,47,Female,Connecticut,No,2,Debit Card,Quarterly
3329,42,Female,Wisconsin,No,11,Cash,Bi-Weekly
3330,34,Female,New Jersey,No,1,Debit Card,Bi-Weekly
3331,38,Female,Missouri,No,41,Bank Transfer,Quarterly
3332,55,Female,California,No,39,PayPal,Quarterly
3333,27,Female,Washington,No,1,PayPal,Bi-Weekly
3334,55,Female,Minnesota,No,3,PayPal,Monthly
3335,66,Female,California,No,21,Credit Card,Annually
3336,44,Female,Texas,No,48,Bank Transfer,Quarterly
3337,39,Female,Montana,No,24,Debit Card,Annually
3338,23,Female,Arizona,No,45,Bank Transfer,Bi-Weekly
3339,29,Female,Minnesota,No,46,Credit Card,Monthly
3340,20,Female,Nebraska,No,35,Cash,Fortnightly
3341,42,Female,Virginia,No,47,Credit Card,Fortnightly
3342,55,Female,Connecticut,No,35,Credit Card,Monthly
3343,66,Female,New Jersey,No,45,Credit Card,Weekly
3344,24,Female,Kentucky,No,6,Cash,Bi-Weekly
3345,62,Female,Washington,No,20,Cash,Annually
3346,28,Female,Florida,No,3,Venmo,Bi-Weekly
3347,30,Female,Oklahoma,No,30,Venmo,Quarterly
3348,22,Female,Iowa,No,28,PayPal,Bi-Weekly
3349,28,Female,New Hampshire,No,15,Cash,Every 3 Months
3350,35,Female,Georgia,No,29,PayPal,Quarterly
3351,45,Female,Mississippi,No,15,Cash,Bi-Weekly
3352,43,Female,New Hampshire,No,18,Bank Transfer,Fortnightly
3353,55,Female,Washington,No,7,Bank Transfer,Bi-Weekly
3354,31,Female,Ohio,No,19,Credit Card,Every 3 Months
3355,42,Female,Maryland,No,15,PayPal,Weekly
3356,40,Female,Delaware,No,3,Bank Transfer,Bi-Weekly
3357,39,Female,Tennessee,No,13,PayPal,Bi-Weekly
3358,41,Female,Arkansas,No,37,Credit Card,Monthly
3359,56,Female,Tennessee,No,26,Cash,Annually
3360,43,Female,New Hampshire,No,29,Debit Card,Monthly
3361,22,Female,Minnesota,No,47,Cash,Every 3 Months
3362,47,Female,Florida,No,47,Credit Card,Bi-Weekly
3363,50,Female,Tennessee,No,48,Venmo,Fortnightly
3364,58,Female,California,No,46,Bank Transfer,Bi-Weekly
3365,50,Female,Oregon,No,7,Credit Card,Monthly
3366,43,Female,Tennessee,No,45,Credit Card,Every 3 Months
3367,38,Female,North Carolina,No,47,Debit Card,Quarterly
3368,44,Female,Tennessee,No,6,Venmo,Fortnightly
3369,30,Female,Nebraska,No,29,Bank Transfer,Every 3 Months
3370,47,Female,Maine,No,42,Cash,Monthly
3371,30,Female,Illinois,No,46,Cash,Fortnightly
3372,49,Female,Colorado,No,28,PayPal,Annually
3373,56,Female,Pennsylvania,No,14,Credit Card,Every 3 Months
3374,70,Female,Minnesota,No,12,Debit Card,Every 3 Months
3375,22,Female,Nevada,No,41,Debit Card,Annually
3376,51,Female,Connecticut,No,8,Credit Card,Annually
3377,22,Female,Ohio,No,24,Cash,Quarterly
3378,37,Female,Kentucky,No,18,PayPal,Fortnightly
3379,49,Female,Minnesota,No,6,Cash,Quarterly
3380,61,Female,Tennessee,No,40,Cash,Weekly
3381,41,Female,North Dakota,No,6,PayPal,Every 3 Months
3382,57,Female,Minnesota,No,27,Credit Card,Quarterly
3383,34,Female,Nebraska,No,2,Bank Transfer,Weekly
3384,27,Female,Delaware,No,39,Venmo,Bi-Weekly
3385,39,Female,Minnesota,No,9,Venmo,Quarterly
3386,62,Female,Rhode Island,No,16,Credit Card,Every 3 Months
3387,34,Female,Michigan,No,36,Cash,Quarterly
3388,53,Female,New Jersey,No,2,Credit Card,Bi-Weekly
3389,35,Female,South Dakota,No,21,Credit Card,Weekly
3390,38,Female,North Carolina,No,39,Venmo,Annually
3391,32,Female,Oregon,No,38,PayPal,Annually
3392,47,Female,Montana,No,6,Debit Card,Every 3 Months
3393,53,Female,New Jersey,No,6,Venmo,Bi-Weekly
3394,60,Female,Arizona,No,50,Debit Card,Monthly
3395,31,Female,Vermont,No,9,PayPal,Annually
3396,44,Female,Colorado,No,15,Debit Card,Every 3 Months
3397,29,Female,Tennessee,No,5,PayPal,Quarterly
3398,19,Female,New Jersey,No,13,Bank Transfer,Bi-Weekly
3399,54,Female,Montana,No,44,Cash,Fortnightly
3400,40,Female,Montana,No,36,Debit Card,Annually
3401,39,Female,Nevada,No,18,Venmo,Fortnightly
3402,44,Female,Nevada,No,39,Credit Card,Weekly
3403,22,Female,Louisiana,No,11,PayPal,Every 3 Months
3404,30,Female,Illinois,No,1,Cash,Bi-Weekly
3405,69,Female,South Carolina,No,34,Credit Card,Annually
3406,28,Female,Washington,No,47,Bank Transfer,Bi-Weekly
3407,57,Female,Nebraska,No,24,Venmo,Quarterly
3408,46,Female,Alabama,No,20,Cash,Quarterly
3409,48,Female,Montana,No,11,Bank Transfer,Annually
3410,24,Female,Minnesota,No,3,Credit Card,Every 3 Months
3411,50,Female,Ohio,No,38,Bank Transfer,Bi-Weekly
3412,29,Female,New York,No,45,Cash,Weekly
3413,61,Female,Indiana,No,31,Venmo,Quarterly
3414,34,Female,Delaware,No,16,PayPal,Bi-Weekly
3415,27,Female,Connecticut,No,3,Bank Transfer,Quarterly
3416,38,Female,New York,No,15,Bank Transfer,Annually
3417,25,Female,Alabama,No,11,Bank Transfer,Every 3 Months
3418,54,Female,Massachusetts,No,22,Debit Card,Fortnightly
3419,53,Female,South Carolina,No,35,Debit Card,Annually
3420,23,Female,West Virginia,No,5,Venmo,Bi-Weekly
3421,19,Female,Kentucky,No,35,PayPal,Bi-Weekly
3422,57,Female,New Jersey,No,27,PayPal,Weekly
3423,19,Female,New York,No,9,Venmo,Monthly
3424,33,Female,Massachusetts,No,21,PayPal,Bi-Weekly
3425,33,Female,Florida,No,23,Credit Card,Monthly
3426,38,Female,Michigan,No,3,Debit Card,Bi-Weekly
3427,47,Female,Oregon,No,31,Credit Card,Annually
3428,39,Female,Michigan,No,44,Cash,Annually
3429,32,Female,Washington,No,20,Venmo,Monthly
3430,27,Female,Alaska,No,34,Debit Card,Weekly
3431,67,Female,Montana,No,17,Bank Transfer,Every 3 Months
3432,46,Female,New Mexico,No,20,Venmo,Annually
3433,36,Female,Connecticut,No,46,PayPal,Every 3 Months
3434,62,Female,Alaska,No,28,PayPal,Annually
3435,31,Female,Ohio,No,6,Venmo,Fortnightly
3436,68,Female,Montana,No,50,Debit Card,Bi-Weekly
3437,57,Female,Nebraska,No,41,Bank Transfer,Monthly
3438,22,Female,Oklahoma,No,50,PayPal,Annually
3439,26,Female,Kentucky,No,33,Credit Card,Monthly
3440,43,Female,Idaho,No,25,Venmo,Quarterly
3441,45,Female,Maryland,No,2,PayPal,Weekly
3442,64,Female,Tennessee,No,15,Credit Card,Annually
3443,28,Female,Michigan,No,12,PayPal,Weekly
3444,47,Female,Tennessee,No,28,Cash,Bi-Weekly
